,BPA_Load_sim,SDGE_Load_sim,SCE_Load_sim,PGEV_Load_sim,PGEB_Load_sim,Path8_sim,Path3_sim,Path14_sim,Path65_sim,Path66_sim,Path46_sim,Path61_sim,Path42_sim,Path24_sim,Path45_sim
0,6550.829138653022,2946.088452076663,11930.731023909513,6965.641901789413,5925.939694253719,1111.6257089128962,382.1236750537896,418.5090683336934,1379.2032449314545,1949.5369870126442,4278.917986367175,1376.0514521789744,-214.566937309094,-55.01038298303929,41.10143028070622
1,7045.516264217782,3121.510173635516,12222.426156704149,7308.428618777402,6019.97183234684,1205.2571279072386,676.4036179612717,83.01180177581227,1140.501590158197,1865.4379910806324,4686.527285098783,1329.6223455975248,-240.35854091877437,-43.002457406477546,-24.722447048568842
2,7739.868039048613,2870.680115518352,12261.130249355203,7547.481423018929,6105.954235649049,1059.405152927602,265.6867476234662,378.38466599236375,624.7926426492536,1651.291131890219,5199.166120072195,1200.9180275100236,-338.7787291639777,-30.068598198356163,6.600429440542985
3,7480.0497093697095,2827.655612582111,12400.03869286101,7265.282737642139,6015.37534960069,1348.3950415507334,973.1844240129877,472.10029942228937,663.3408713428362,2205.49421304923,6103.284506350971,1159.4881831915031,-382.903395131778,-24.29948407251142,80.45500033499641
4,6534.699996557071,2752.8432970486715,10718.145360613897,7087.285878501477,5838.4653323551465,991.1786673630054,1181.2682563580574,628.5955369465704,656.6737224017863,2388.157830019359,5978.665729281988,1183.2646286605043,-200.8508936940646,-41.19212134598101,19.061029438936664
5,8095.982324357288,2765.794613749848,10850.132225081867,6808.82437361031,5841.456003337162,830.968755615005,615.8945415422487,598.9885205510822,578.0169540550958,1342.8253176424744,5174.337584433531,1066.812280868359,-207.7229086346498,-33.47202382280062,148.8869210312954
6,7780.833413722834,2608.614003053718,10140.253936858586,5729.223661445268,5475.200720203987,1166.4607074093888,795.5824240435385,280.587461581864,398.54003106869254,1680.8756629846719,3893.3141041715608,1029.9509456621904,-177.02590408740096,-15.594532780876133,154.5126464040754
7,7980.866242125813,2759.627049720861,11632.036949474315,6901.65500247483,6372.515605336435,1347.5930785243404,969.4469115554517,481.6561471168077,816.9752131114993,2599.3972990521283,3906.4713205385046,816.8136205312021,-354.0446842828586,-44.18080773886988,38.5816200950541
8,8090.892069089947,2734.1219204637655,11677.752829069846,6877.279953849226,6032.537921099595,1089.6848314342315,1413.0104735171985,923.2618448275086,1322.5720359166778,2039.9927770924064,3951.519974362218,525.3455512999996,-345.29056190091217,-42.088362786572176,78.73609700134861
9,8489.552128595862,2744.235385419252,12191.349989600592,7524.843220880256,5775.095791262412,1236.4597413222423,1140.1876750605365,295.28039790494597,855.8366364047113,1726.1164621608298,4614.564576207316,1024.8309989631923,-344.3727054161991,-22.002685286457567,23.727397921033166
10,8387.467081024799,3039.8455733878945,12922.995411558304,7849.214875336166,6359.087956280156,1107.2550981584477,1222.6351947440771,400.92647650589686,742.6394765416007,1628.2015136042812,4356.781515582467,938.5030905897146,-376.89777912295233,-37.927944702329214,-12.53544930452652
11,8452.787738804234,2717.485363478929,12610.715875412105,7507.6841465029975,6304.486653255794,1284.2748374237244,163.3969955264398,39.717723369735495,1110.9566130878268,2648.8394362950335,5518.900637205889,993.3921590142876,-201.50947920647596,-29.82230788878742,-49.169385842172886
12,8363.69449028025,2846.479663861901,12234.454019790557,7245.038709416178,5442.367374608601,1056.9667944274129,454.19838622412874,372.7572674474675,1285.9833587382402,1546.408926517614,5698.587652981713,870.999665572324,-205.48189644699107,-20.179338536379973,141.42549647538033
